ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url,est_annule,resultat_definitif,nombre_lots,estimation_totale_ttc
1000014,m8x,24/BR/RGON/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE MISE A NIVEAU DE LA VOIE MENANT A LA ZONE D’ACTIVITE ECONOMIQUE AU STADE DE TIHOUNA EST ET A LA ROUTE DE FAM EL HISN,REGION DE GUELMIM - OUED NOUN,ASSA-ZAG,2026-07-08,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1000014&orgAcronyme=m8x,False,False,1,26176818.12
1000121,t5y,15/2026/DPBM,Appel d'offres ouvert,AOO,Services,"Le gardiennage et la sécurité des tribunaux de première instance de Fkih Ben Salah, Souk Sebt, Kasbat Tadla et les centres judiciaires de leurs ressorts, tribunal de famille de Fkih Ben Salah, tribunaux de première instance commercial et administratif à Beni-Mellal en lot unique",DIRECTION PROVINCIALE DE LA JUSTICE BENI MELLAL,BENI MELLAL,2026-07-02,2026-08-13 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1000121&orgAcronyme=t5y,False,False,1,2918592.0
1000286,p1v,03/2026/C.L.E,Appel d'offres ouvert,AOO,Travaux,ACQUISITION ET POSE DES POSTES DE TRANSFORMATION ET DE DISTRIBUTION D’ÉLECTRICITÉ POUR LES TRAVAUX DE RENFORCEMENT DU RÉSEAU ÉLECTRIQUE A LA COMMUNE LAMHARZA ESSAHEL.,Commune rurale de LAMHARZA ESSAHEL,Province d'El Jadida,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1000286&orgAcronyme=p1v,False,False,1,2915074.65
1000969,d2f,14/2026/MAECAMRE,Appel d'offres ouvert,AOO,Services,"MISE À NIVEAU DE LA DIGITAL FACTORY DU MINISTÈRE DES AFFAIRES ETRANGÈRES, DE LA COOPÉRATION AFRICAINE ET DES MAROCAINS RÉSIDANT À L’ETRANGER À RABAT","MINISTERE DES AFFAIRES ETRANGERES, DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER",RABAT,2026-07-07,2026-08-18 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1000969&orgAcronyme=d2f,False,False,1,11526000.0
1001155,u6i,17/DME/FDP/2026,Consultation architecturale ouverte,CONSA,Services,ÉTUDE ARCHITECTURALE ET SUIVI DES TRAVAUX DE CONSTRUCTION DU POINT DE DÉBARQUEMENT AMENAGE DIKI– COMMUNE KSAR SGHIR- PROVINCE FAHS ANJRA,DOMAINE DES PECHES MARITIMES,FAHS-ANJRA,2026-07-08,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1001155&orgAcronyme=u6i,False,False,1,16500000.0
1001926,o8p,05/2026,Appel d'offres ouvert,AOO,Fournitures,"Fourniture de divers effets d’habillement destinés aux différentes catégories du personnel de la DPETL de Mohammedia, Préfecture de Mohammedia- PC 2026",LE DIRECTEUR PROVINCIAL DE L'EQUIPEMENT ET DU TRANSPORT ET DE LA LOGISTIQUE DE MOHAMMADIA,Préfecture de Mohammadia,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1001926&orgAcronyme=o8p,False,False,1,40015.2
1002411,q1s,10/2026/MAPMDREF/DSI,Appel d'offres ouvert,AOO,Fournitures,"L’achat de matériels informatiques destinés aux services de l’administration centrale du Ministère de l’Agriculture, de la Pêche Maritime, du Développement Rural et des Eaux et Forêts– Département de l’Agriculture – à Rabat, en trois lots : - Lot n°1 : Micro-ordinateurs de bureau ; - Lot n°2 : Imprimantes et scanners ; - Lot n°3 : Micro-ordinateurs portables.",DIRECTEUR DES SYSTEMES D'INFORMATION AUPRES DU MINISTERE DE L'AGRICULTURE ET DE LA PECHE MARITIME,RABAT,2026-07-10,2026-09-08 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1002411&orgAcronyme=q1s,False,False,3,1968000.0
1002578,g3h,36/FA/DIV.G.F./DIV.M.EQ/ZN/2026,Appel d'offres ouvert,AOO,Fournitures,Achat du matériel et ustensiles de cuisine au profit des différentes casernes des Forces Auxiliaires Zone Nord réparti en deux lots.  Lot n°1 : Réfrigérateur et cuisinière ;  Lot n°2 : matériels et ustensiles de cuisine.,INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE NORD,RABAT,2026-07-02,2026-08-18 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1002578&orgAcronyme=g3h,False,False,2,3242085.0
1002828,g8e,50/2026,Appel d'offres ouvert,AOO,Fournitures,"Appel d'offres ouvert international sur offres de prix n° 50/2026 , pour la fourniture des brodequins destinés au personnel de l'Administration des Douanes et Impôts Indirects (lot unique).",DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,RABAT,2026-07-10,2026-09-08 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1002828&orgAcronyme=g8e,False,False,1,1680000.0
1003098,q9t,27/2026/DAMPS/DM/MC,Appel d'offres ouvert,AOO,Fournitures,Achat des dispositifs médicaux destinés aux Etablissements de Soins de Santé Primaires et Centres Hospitaliers SEGMA du Ministère de la Santé et de la Protection Sociale.,DIRECTION DE L'APPROVISIONNEMENT EN MEDICAMENTS ET PRODUITS DE SANTE,OUJDA-ANGAD,2026-06-02,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1003098&orgAcronyme=q9t,False,False,65,80742145.5
1003588,g8e,51/2026,Appel d'offres ouvert,AOO,Services,"Appel d’offres ouvert national sur offres de prix n° 51/2026 relatif au transport de fonds des Directions Régionales de Dakhla-Oued Eddahab et de Laâyoune-Sakia Al Hamra, au profit de l’Administration des Douanes et Impôts Indirects (lot unique).",DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,LAAYOUNE,2026-07-09,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1003588&orgAcronyme=g8e,False,False,1,422760.0
1004887,g3h,33/2026,Appel d'offres ouvert,AOO,Fournitures,Acquisition de consommables informatiques divers au profit du Service Central du Ministère de l’Intérieur à Rabat (lot unique).,MINISTERE DE L'INTERIEUR,RABAT,2026-07-03,2026-08-19 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1004887&orgAcronyme=g3h,False,False,1,2308272.0
1005001,k2q,31/2026/DGM,Appel d'offres ouvert,AOO,Fournitures,"Fourniture, installation et mise en service d’un système d’acquisition des données marégraphiques sur les sites d’El Jadida, Essaouira et Assilah de la Direction Générale de la Météorologie et sa maintenance (Diverses préfectures).",DIRECTEUR DE LA METEOROLOGIE NATIONALE,TANGER-ASSILAH,2026-07-09,2026-08-27 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1005001&orgAcronyme=k2q,False,False,1,3330000.0
1005440,o3f,05/2026/DRF,Appel d'offres ouvert,AOO,Travaux,"travaux d’installation du câblage réseau informatique au siège du Ministère du Tourisme, de l’Artisanat et de l’Economie Sociale et Solidaire - Département du Tourisme -en lot unique","MINISTERE DU TOURISME, DE L'ARTISANAT, DU TRANSPORT AERIEN ET DE L'ECONOMIE SOCIALE",RABAT,2026-07-01,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1005440&orgAcronyme=o3f,False,False,1,785133.6
1005689,m1i,01/2027/dm,Appel d'offres ouvert,AOO,Fournitures,test DM,TESTPDCP,AZILAL,2026-05-20,2026-11-19 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1005689&orgAcronyme=m1i,False,False,1,100000.0
1005804,s5z,03/DRCSM/2026,Appel d'offres ouvert,AOO,Services,ENTRETIEN ET NETTOYAGE DES ETABLISSEMENTS CULTURELS RELEVANT DE LA DIRECTION REGIONALE DE LA CULTURE A SOUSS MASSA,DIRECTEUR REGIONAL DE LA CULTURE DE LA REGION SOUSS-MASSA,AGADIR IDA OU TANANE,2026-06-21,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1005804&orgAcronyme=s5z,False,False,1,2336256.0
1006584,q1s,28/2026/DPA/1/SAHA,Appel d'offres ouvert,AOO,Travaux,"Travaux d’aménagement hydro-agricoles. Travaux de réhabilitation du seuil de dérivation des eaux de crues à Ighil N’Targuant relevant de la commune Azaghar N’Irs, cercle Igherm Province de Taroudant région de Souss –Massa.",DIRECTEUR PROVINCIAL D'AGRICULTURE AGADIR,TAROUDANNT,2026-07-10,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1006584&orgAcronyme=q1s,False,False,1,1623840.0
1007142,s5z,11/2026/DRCTTH,Appel d'offres ouvert,AOO,Services,"GARDIENNAGE ET SURVEILLANCE DU PALAIS DES ARTS ET DE LA CULTURE A TANGER RELEVANT DE LA DIRECTION RÉGIONALE DE LA CULTURE RÉGION TANGER TÉTOUAN AL HOCEIMA, LOT UNIQUE",DIRECTEUR REGIONAL DE LA CULTURE TANGER-TETOUAN-AL HOCEIMA,TANGER-ASSILAH,2026-07-03,2026-08-13 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007142&orgAcronyme=s5z,False,False,1,2209515.84
1007167,d4q,TS4130117/2026/09/ONEEBELEC,Appel d'offres ouvert,AOO,Travaux,CONSTRUCTION DU SIEGE ET BÂTIMENTS INDUSTRIELS DE LA DIRECTION TRANSPORT REGION SUD - AGADIR,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,AGADIR IDA OU TANANE,2026-05-25,2026-09-10 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007167&orgAcronyme=d4q,False,False,1,10440000.0
1007202,g8e,55/2026,Appel d'offres ouvert,AOO,Services,l’assistance technique de l’Administration pour la préparation à la certification du Système de Management de la Sécurité de l’Information mis en place à la norme ISO 27001/2022 (Lot unique),DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,RABAT,2026-07-09,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007202&orgAcronyme=g8e,False,False,1,558000.0
1007734,o8p,20/2026/KH,Appel d'offres ouvert,AOO,Services,"Inspection détaillée périodique des ouvrages d’art du réseau routier et la mise à jour de la base de données des ouvrages d’art gérés par la direction provinciale de l’équipement, du transport, et de la logistique -Khemisset-",DIRECTEUR PROVINCIAL D'EQUIPEMENT KHEMISSET,Province de Khemissat,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007734&orgAcronyme=o8p,False,False,1,586800.0
1008227,o3f,07/2026/DRF,Appel d'offres ouvert,AOO,Fournitures,"RENOUVELLEMENT ET ACQUISITION DE LICENCES D’UTILISATION DE LOGICIELS INFORMATIQUES POUR LE COMPTE DU MINISTERE DU TOURISME, DE L’ARTISANAT ET DE L’ECONOMIE SOCIALE ET SOLIDAIRE, -DEPARTEMENT DU TOURISME – EN LOT UNIQUE","MINISTERE DU TOURISME, DE L'ARTISANAT, DU TRANSPORT AERIEN ET DE L'ECONOMIE SOCIALE",RABAT,2026-07-06,2026-09-08 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008227&orgAcronyme=o3f,False,False,1,2374941.6
1008270,o8p,16/2026/DSIN,Appel d'offres ouvert,AOO,Services,ÉTUDE DE RECHERCHE STRATÉGIQUE ET D’EXPÉRIMENTATION RELATIVE À LA TRANSFORMATION DIGITALE DU MINISTÈRE DE L’ÉQUIPEMENT ET DE L’EAU ET DE SON ÉCOSYSTÈME,LE DIRECTEUR DES SYSTÈMES D'INFORMATION ET DU NUMERIQUE,Wilaya de Rabat,2026-07-03,2026-09-07 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008270&orgAcronyme=o8p,False,False,1,11000000.0
1008348,g8e,15/2026/TGR,Appel d'offres ouvert,AOO,Services,"l’assistance technique pour le développement informatique des corrections et des évolutions du système d’information relatives aux actes de gestion des Dépenses du Personnel (INDIM@J) pour le compte de la Trésorerie Générale du Royaume, en deux lots séparés : - Lot n°1 : l’assistance technique pour le développement informatique des corrections et des évolutions du système d’information concernant les services métier du domaine fonctionnel « Actes de gestion et Normes GIPE, loi cadre et Postes budgétaires » du système INDIM@J. - Lot n°2 : l’assistance technique pour le développement informatique des corrections et des évolutions du système d’information concernant les services métier du domaine fonctionnel « Actes internes et autres fonctionnalités propres à l’ordonnateur» du système INDIM@J.",TRESORERIE GENERALE DU ROYAUME,RABAT,2026-07-09,2026-09-01 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008348&orgAcronyme=g8e,False,False,2,1291200.0
1008649,o8p,CNER/03/2026,Appel d'offres ouvert,AOO,Fournitures,Achat de matériels et de logiciels informatiques pour le compte du Centre National d’Etudes et de Recherches Routières.,CHEF DU CENTRE NATIONAL DES ETUDES ET DE RECHERCHES ROUTIERES,RABAT,2026-07-07,2026-08-19 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1008649&orgAcronyme=o8p,False,False,1,1248000.0
1009066,q9t,25/2026/CHR/BM,Appel d'offres ouvert,AOO,Services,"LOT UNIQUE: maintenance préventive, corrective des générateurs d’hémodialyse marque BIOLIGHT installés au centre régional d’hémodialyse relevant de centre hospitalier régional de Béni Mellal",CENTRE HOSPITALIER REGIONAL DE BENI MELLAL,BENI MELLAL,2026-07-09,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009066&orgAcronyme=q9t,False,False,1,339000.0
1009346,g3h,07/BG/2026,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX D’AMENAGEMENT DES ANNEXES ADMINISTRATIVES CITE DE L'AIR, OULFA ET DERB JDID RELEVANT DE LA PREFECTURE D'ARRONDISSEMENT HAY HASSANI -CASABLANCA- LOT UNIQUE",GOUVERNEUR DE LA PREFECTURE D'ARRONDISSEMENT DE HAY HASSANI,Préfecture d'Ain Chok hay Hassani,2026-07-08,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009346&orgAcronyme=g3h,False,False,1,469963.2
1009348,o8p,17/2026/dpetdezagora,Appel d'offres ouvert,AOO,Fournitures,Equipement en matériel de pompage pour l’approvisionnement en eau potable des écoles rurales dans les communes territoriales de la province de Zagora.,CHARGE DE LA DIRECTION PROVINCIALE D'EQUIPEMENT DE ZAGORA,ZAGORA,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009348&orgAcronyme=o8p,False,False,1,661500.0
1009350,q3m,04/2026/DMM,Appel d'offres ouvert,AOO,Services,"L’assistance technique liée la simplification, l’optimisation et la préparation à la dématérialisation des processus métiers et organisationnels de la Direction de la Marine Marchande",DIRECTEUR DE LA MARINE MARCHANDE CASA,MAROC,2026-07-09,2026-08-05 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009350&orgAcronyme=q3m,False,False,1,1986000.0
1009805,k2q,31/2026/SEGMA/DAH,Appel d'offres ouvert,AOO,Services,"Prestation de main d’œuvre à l’entreprise pour la mise à disposition des chauffeurs de camions, Conducteurs d’Engins des Travaux Publics et la Main d’œuvre spécialisée destinés au Parc et aux chantiers du Service de Gestion des Chantiers relevant de la Direction des Aménagements Hydrauliques, situé au barrage Sidi Mohamed Ben Abdellah à Rabat",SERVICE DE GESTION DES CHANTIERS,RABAT,2026-06-23,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009805&orgAcronyme=k2q,False,False,1,6050736.0
1009850,w9x,57/DGPC/2026,Appel d'offres ouvert,AOO,Fournitures,"l’acquisition de berce d'intervention contre les inondations destinée aux différentes unités de la Protection Civile de régions de Rabat Salé Kénitra, Casablanca Settat, Tanger Tétouan AL Hoceima, Draa Tafilelt, Beni Mellal Khenifra, Souss Massa, Marrakech Safi, Fès Meknès, l’Oriental et l’UNMI à Salé (Lot unique).",DIRECTION GENERALE DE LA PROTECTION CIVILE,TANGER-ASSILAH,2026-06-26,2026-08-10 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009850&orgAcronyme=w9x,False,False,1,58080000.0
1009858,w9x,27/DGPC/2026,Appel d'offres ouvert,AOO,Fournitures,"l’acquisition de matériel de sauvetage et déblaiement (robots démolisseurs avec équipements et accessoires), destinés aux unités territoriales de la Protection Civile des régions de Tanger-Tétouan-Al Hoceima, Fès-Meknès, Casablanca-Settat, Marrakech-Safi, Souss-Massa (Lot unique).",DIRECTION GENERALE DE LA PROTECTION CIVILE,TANGER-ASSILAH,2026-07-07,2026-08-18 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009858&orgAcronyme=w9x,False,False,1,12499200.0
1009866,w9x,60/DGPC/2026,Appel d'offres ouvert,AOO,Fournitures,l’acquisition de barrières anti-inondations mobiles et auto-stables destinées aux différentes unités de la Protection Civile (Lot unique).,DIRECTION GENERALE DE LA PROTECTION CIVILE,TANGER-ASSILAH,2026-06-26,2026-08-12 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009866&orgAcronyme=w9x,False,False,1,22708800.0
1009999,j0w,23/2026/CBG,Appel d'offres ouvert,AOO,Fournitures,ACQUISITION DE DEUX VEHICULES DE SERVICE AU PROFIT DE LA COMMUNE DE BENGUERIR,Commune urbaine de BEN GUERIR,MAROC,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1009999&orgAcronyme=j0w,False,False,1,393600.0
1010401,a1z,24/CC/2026,Appel d'offres ouvert,AOO,Services,"ÉTUDE RELATIVE AU DIAGNOSTIC DE L’ÉTAT DU RESEAU ROUTIER DE LA COMMUNE DE CASABLANCA ET ELABORATION DE BASE DE DONNEES SIG, A L’IDENTIFICATION DES INVESTISSEMENTS PRIORITAIRES ET L’ÉLABORATION DU PLAN ANNUEL DE MAINTENANCE DE LA VOIRIE",Commune urbaine de CASABLANCA,CASABLANCA,2026-07-02,2026-08-12 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010401&orgAcronyme=a1z,False,False,1,16458000.0
1010422,p1v,03/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE REALISATION DES FORAGES POUR ADDUCTION EN EAU POTABLE DES DOUARS RELEVENT DE LA COMMUNE IGHOUD -PROVINCE D'EL YOUSSOUFIA,Commune IGHOUD,YOUSSOUFIA,2026-07-03,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010422&orgAcronyme=p1v,False,False,1,1023600.0
1010477,g3h,17/SPF/SPIM/2026,Appel d'offres ouvert,AOO,Travaux,Travaux du pré-câblage et équipement réseau informatique au niveau de l’ensemble des sites relevant de la Préfecture de Police de Casablanca - LOT UNIQUE -,PREFET DE LA POLICE DU GRAND CASA,CASABLANCA,2026-06-08,2026-08-11 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010477&orgAcronyme=g3h,False,False,1,9533208.0
1010786,j4k,23/DGSN/DEB/DF/SA/2026,Appel d'offres ouvert,AOO,Fournitures,l’acquisition de consommables génétiques au profit de Laboratoire National de Police Scientifique et Technique relevant de la Direction Générale de la Sûreté Nationale (en 02 lots).,DIRECTION GENERALE DE LA SURETE NATIONALE,CASABLANCA,2026-06-30,2026-08-18 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010786&orgAcronyme=j4k,False,False,2,3618000.0
1010806,d2f,18/2026/MAECAMRE,Appel d'offres ouvert,AOO,Fournitures,Acquisition de licence de solution de sécurité applicative avec prestation de mise en service pour le compte du Ministère des Affaires Etrangères de la Coopération Africaine et des Marocains Résidant à l'Etranger à rabat.,"MINISTERE DES AFFAIRES ETRANGERES, DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER",RABAT,2026-06-30,2026-09-02 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010806&orgAcronyme=d2f,False,False,1,3078000.0
1010862,f9f,28/2026/cuva,Appel d'offres ouvert,AOO,Fournitures,Acquisition d’une chenille amphibie équipée d’un canon pulvérisateur pour les besoins de la commune d’Agadir.,Commune urbaine de la ville d'Agadir,AGADIR IDA OU TANANE,2026-07-02,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010862&orgAcronyme=f9f,False,False,1,792000.0
1010908,f9f,32/2026/cuva,Appel d'offres ouvert,AOO,Fournitures,Achat des articles de sports.,Commune urbaine de la ville d'Agadir,AGADIR IDA OU TANANE,2026-06-26,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010908&orgAcronyme=f9f,False,False,1,1385040.0
1010954,k2q,33/2026/DAH,Appel d'offres ouvert,AOO,Services,Contrôle des travaux de Construction du barrage FALIT dans la province de FIGUIG,DIRECTEUR DES AMENAGEMENTS HYDRAULIQUES,FIGUIG,2026-06-23,2026-08-07 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1010954&orgAcronyme=k2q,False,False,1,4687200.0
1011247,g3h,218/2026/SRMFM,Appel d'offres ouvert,AOO,Travaux,Travaux de Sectorisation du réseau d’eau potable de la préfecture de Meknès,SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,MEKNES,2026-06-10,2026-08-11 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011247&orgAcronyme=g3h,False,False,1,6004848.0
1011422,o8p,21/2026/ANEPCO,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DU CENTRE HOSPITALIER PROVINCIAL A AZILAL : FLUIDES MEDICAUX,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,AZILAL,2026-06-29,2026-08-12 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011422&orgAcronyme=o8p,False,False,1,10133088.0
1011503,g8e,36/2026/MEF/AC/INF,Appel d'offres ouvert,AOO,Services,l’hébergement et l’infogérance des systèmes d’information du Ministère de l’Economie et des Finances.‎,"MINISTERE DE L'ECONOMIE, ET DES FINANCES",RABAT,2026-06-25,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011503&orgAcronyme=g8e,False,False,1,4968000.0
1011540,g3h,15/BG/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE DEMOLITION DES MOSQUEES MENAÇANT RUINE AU NIVEAU DE LA PROVINCE DE FQUIH BEN SALAH.,GOUVERNEUR DE LA PROVINCE DE FQUIH BEN SALAH,FQUIH BEN SALAH,2026-07-08,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011540&orgAcronyme=g3h,False,False,1,630000.0
1011764,j0w,5/2026,Appel d'offres ouvert,AOO,Travaux,APPROFONDISSEMENT DE QUATRE PUITS A LA COMMUNE EZZAOUITE,Commune rurale de EZZAOUITE,ESSAOUIRA,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011764&orgAcronyme=j0w,False,False,1,381600.0
1011781,g8e,09/DDE/DRA/2026,Appel d'offres ouvert,AOO,Fournitures,"Fourniture et installation des rayonnages métalliques pour les services centraux et déconcentrés de la Direction des Domaines de l'Etat, en deux lots séparés : Lot n° 1 : Fourniture et installation des rayonnages métalliques mobiles de type mécanique pour le Centre d’Archivage de la DDE à Témara Lot n° 2 : Fourniture et installation des rayonnages métalliques pour 28 services déconcentrés.",DIRECTEUR DES DOMAINES,TANGER-ASSILAH,2026-07-02,2026-08-18 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011781&orgAcronyme=g8e,False,False,2,3083040.0
1011856,s5z,04/DC/2026,Appel d'offres ouvert,AOO,Services,"l’acceuil, la securite, la surveillance et gardiennage des locaux administratifs de la direction regionale de la culture laayoune sakia lhamra - lot unique).",Directeur regional de la culture de la region Laayoune-Sakia El Hamra,LAAYOUNE,2026-07-02,2026-08-13 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011856&orgAcronyme=s5z,False,False,1,2616121.36
1011964,l1f,26/CT/2026,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX D'ENTRETIEN COURANT DE BATIMENTS ADMINISTRATIFS ""DAR HAY SAADA""",Commune urbaine de TANGER,Wilaya de Tanger Assilah,2026-07-08,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011964&orgAcronyme=l1f,False,False,1,1125540.0
1011975,q1s,58/2026/DPAJ,Appel d'offres ouvert,AOO,Travaux,Travaux de construction d'un abri en charpente métallique pour les locaux de la coopérative de service à la commune de Laaouinate-Province de Jerada-,DIRECTION PROVINCIALE DE L'AGRICULTURE DE JERADA,JERADA,2026-06-30,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011975&orgAcronyme=q1s,False,False,1,292428.0
1011998,s5z,05/DC/2026,Appel d'offres ouvert,AOO,Services,"l’acceuil, la securite, la surveillance et gardiennage des locaux administratifs de la direction provinciale de la culture de smara et des centres culturels de boujdour et la bibliotheque de boujdour et la bibliotheque de daoura- lot unique",Directeur regional de la culture de la region Laayoune-Sakia El Hamra,BOUJDOUR,2026-07-02,2026-08-14 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011998&orgAcronyme=s5z,False,False,1,2707904.73
